name,sku,category,price_default_text,price_default,price_status,variants_json,description,image_count,product_url,source_site,last_checked,raw_text
Bánh cuộn trà xanh,116185,,"18,000₫",18000,available,"[{""variant_name"": ""Chiếc"", ""variant_price_text"": ""18,000₫"", ""variant_price"": 18000}]",,12,https://nguyenson.vn/products/banh-cuon-tra-xanh,Nguyễn Sơn Bakery,2026-04-23 09:49:59,"Tên sản phẩm: Bánh cuộn trà xanh | SKU: 116185 | Giá mặc định: 18,000₫ | Biến thể: Chiếc - 18,000₫ | Số lượng ảnh: 12 | Nguồn: https://nguyenson.vn/products/banh-cuon-tra-xanh"
Bánh Delicacy Coconut cake,114106,,"35,000₫",35000,available,"[{""variant_name"": ""Pcs"", ""variant_price_text"": ""35,000₫"", ""variant_price"": 35000}]",,12,https://nguyenson.vn/products/banh-delicacy-coconut,Nguyễn Sơn Bakery,2026-04-23 09:50:01,"Tên sản phẩm: Bánh Delicacy Coconut cake | SKU: 114106 | Giá mặc định: 35,000₫ | Biến thể: Pcs - 35,000₫ | Số lượng ảnh: 12 | Nguồn: https://nguyenson.vn/products/banh-delicacy-coconut"
Bánh donut chocolate trắng,114160,,"17,000₫",17000,available,"[{""variant_name"": ""Hộp"", ""variant_price_text"": ""17,000₫"", ""variant_price"": 17000}]",,12,https://nguyenson.vn/products/banh-donut-hinh-hoa,Nguyễn Sơn Bakery,2026-04-23 09:50:03,"Tên sản phẩm: Bánh donut chocolate trắng | SKU: 114160 | Giá mặc định: 17,000₫ | Biến thể: Hộp - 17,000₫ | Số lượng ảnh: 12 | Nguồn: https://nguyenson.vn/products/banh-donut-hinh-hoa"
Bánh donut chocolate đen,114161,,"17,000₫",17000,available,"[{""variant_name"": ""Hộp"", ""variant_price_text"": ""17,000₫"", ""variant_price"": 17000}]",,12,https://nguyenson.vn/products/banh-donut-hinh-tim,Nguyễn Sơn Bakery,2026-04-23 09:50:04,"Tên sản phẩm: Bánh donut chocolate đen | SKU: 114161 | Giá mặc định: 17,000₫ | Biến thể: Hộp - 17,000₫ | Số lượng ảnh: 12 | Nguồn: https://nguyenson.vn/products/banh-donut-hinh-tim"
Bánh dừa nho trứng muối,110133,,"20,000₫",20000,available,"[{""variant_name"": ""Túi"", ""variant_price_text"": ""20,000₫"", ""variant_price"": 20000}]",,12,https://nguyenson.vn/products/banh-dua-nho-trung-muoi,Nguyễn Sơn Bakery,2026-04-23 09:50:06,"Tên sản phẩm: Bánh dừa nho trứng muối | SKU: 110133 | Giá mặc định: 20,000₫ | Biến thể: Túi - 20,000₫ | Số lượng ảnh: 12 | Nguồn: https://nguyenson.vn/products/banh-dua-nho-trung-muoi"
Gateaux De Basque,114109,,"21,000₫",21000,available,"[{""variant_name"": ""95g"", ""variant_price_text"": ""21,000₫"", ""variant_price"": 21000}]",,12,https://nguyenson.vn/products/banh-gateaux-de-basque-mini,Nguyễn Sơn Bakery,2026-04-23 09:50:07,"Tên sản phẩm: Gateaux De Basque | SKU: 114109 | Giá mặc định: 21,000₫ | Biến thể: 95g - 21,000₫ | Số lượng ảnh: 12 | Nguồn: https://nguyenson.vn/products/banh-gateaux-de-basque-mini"
Bánh gato cuộn vani,116186,,"16,000₫",16000,available,"[{""variant_name"": ""Chiếc"", ""variant_price_text"": ""16,000₫"", ""variant_price"": 16000}]",,12,https://nguyenson.vn/products/banh-gato-cuon,Nguyễn Sơn Bakery,2026-04-23 09:50:09,"Tên sản phẩm: Bánh gato cuộn vani | SKU: 116186 | Giá mặc định: 16,000₫ | Biến thể: Chiếc - 16,000₫ | Số lượng ảnh: 12 | Nguồn: https://nguyenson.vn/products/banh-gato-cuon"
Bánh Gato Cuộn Anh Đào,116205,,"18,000₫",18000,available,"[{""variant_name"": ""Chiếc"", ""variant_price_text"": ""18,000₫"", ""variant_price"": 18000}]",,12,https://nguyenson.vn/products/banh-gato-cuon-anh-dao,Nguyễn Sơn Bakery,2026-04-23 09:50:10,"Tên sản phẩm: Bánh Gato Cuộn Anh Đào | SKU: 116205 | Giá mặc định: 18,000₫ | Biến thể: Chiếc - 18,000₫ | Số lượng ảnh: 12 | Nguồn: https://nguyenson.vn/products/banh-gato-cuon-anh-dao"
Bánh hamburger,110120,,"16,000₫",16000,available,"[{""variant_name"": ""Túi"", ""variant_price_text"": ""16,000₫"", ""variant_price"": 16000}]",,12,https://nguyenson.vn/products/banh-hamburger-3pcs,Nguyễn Sơn Bakery,2026-04-23 09:50:12,"Tên sản phẩm: Bánh hamburger | SKU: 110120 | Giá mặc định: 16,000₫ | Biến thể: Túi - 16,000₫ | Số lượng ảnh: 12 | Nguồn: https://nguyenson.vn/products/banh-hamburger-3pcs"
Bánh khảo đậu xanh,113187,,"24,000₫",24000,available,"[{""variant_name"": ""Hộp"", ""variant_price_text"": ""24,000₫"", ""variant_price"": 24000}]",,10,https://nguyenson.vn/products/banh-khao-dau-xanh,Nguyễn Sơn Bakery,2026-04-23 09:50:13,"Tên sản phẩm: Bánh khảo đậu xanh | SKU: 113187 | Giá mặc định: 24,000₫ | Biến thể: Hộp - 24,000₫ | Số lượng ảnh: 10 | Nguồn: https://nguyenson.vn/products/banh-khao-dau-xanh"
Bánh khảo Pandan,113209,,"24,000₫",24000,available,"[{""variant_name"": ""Hộp"", ""variant_price_text"": ""24,000₫"", ""variant_price"": 24000}]",,10,https://nguyenson.vn/products/banh-khao-pandan,Nguyễn Sơn Bakery,2026-04-23 09:50:15,"Tên sản phẩm: Bánh khảo Pandan | SKU: 113209 | Giá mặc định: 24,000₫ | Biến thể: Hộp - 24,000₫ | Số lượng ảnh: 10 | Nguồn: https://nguyenson.vn/products/banh-khao-pandan"
Bánh khảo thập cẩm,113188,,"24,000₫",24000,available,"[{""variant_name"": ""Hộp"", ""variant_price_text"": ""24,000₫"", ""variant_price"": 24000}]",,10,https://nguyenson.vn/products/banh-khao-thap-cam,Nguyễn Sơn Bakery,2026-04-23 09:50:16,"Tên sản phẩm: Bánh khảo thập cẩm | SKU: 113188 | Giá mặc định: 24,000₫ | Biến thể: Hộp - 24,000₫ | Số lượng ảnh: 10 | Nguồn: https://nguyenson.vn/products/banh-khao-thap-cam"
Bánh Madeleine,114156,,"12,000₫",12000,available,"[{""variant_name"": ""Vani"", ""variant_price_text"": ""12,000₫"", ""variant_price"": 12000}]",,12,https://nguyenson.vn/products/banh-madeleine,Nguyễn Sơn Bakery,2026-04-23 09:50:18,"Tên sản phẩm: Bánh Madeleine | SKU: 114156 | Giá mặc định: 12,000₫ | Biến thể: Vani - 12,000₫ | Số lượng ảnh: 12 | Nguồn: https://nguyenson.vn/products/banh-madeleine"
Bánh Madeleine Chocolate,114155,,"12,000₫",12000,available,"[{""variant_name"": ""Chocolate"", ""variant_price_text"": ""12,000₫"", ""variant_price"": 12000}]",,12,https://nguyenson.vn/products/banh-madeleine-chocolate,Nguyễn Sơn Bakery,2026-04-23 09:50:19,"Tên sản phẩm: Bánh Madeleine Chocolate | SKU: 114155 | Giá mặc định: 12,000₫ | Biến thể: Chocolate - 12,000₫ | Số lượng ảnh: 12 | Nguồn: https://nguyenson.vn/products/banh-madeleine-chocolate"
Bánh Mỳ Hàn Quốc Mè đen,110145,,"35,000₫",35000,available,"[{""variant_name"": ""3 chiếc"", ""variant_price_text"": ""35,000₫"", ""variant_price"": 35000}]",,12,https://nguyenson.vn/products/banh-mi-han-quoc-me-den,Nguyễn Sơn Bakery,2026-04-23 09:50:20,"Tên sản phẩm: Bánh Mỳ Hàn Quốc Mè đen | SKU: 110145 | Giá mặc định: 35,000₫ | Biến thể: 3 chiếc - 35,000₫ | Số lượng ảnh: 12 | Nguồn: https://nguyenson.vn/products/banh-mi-han-quoc-me-den"
Bánh mỳ baguette,110102,,"15,000₫",15000,available,"[{""variant_name"": ""240g"", ""variant_price_text"": ""15,000₫"", ""variant_price"": 15000}]",,13,https://nguyenson.vn/products/banh-my-baguette,Nguyễn Sơn Bakery,2026-04-23 09:50:21,"Tên sản phẩm: Bánh mỳ baguette | SKU: 110102 | Giá mặc định: 15,000₫ | Biến thể: 240g - 15,000₫ | Số lượng ảnh: 13 | Nguồn: https://nguyenson.vn/products/banh-my-baguette"
Bánh mỳ Brioche,110136,,"20,000₫",20000,available,"[{""variant_name"": ""85g"", ""variant_price_text"": ""20,000₫"", ""variant_price"": 20000}]",,12,https://nguyenson.vn/products/banh-my-brioche,Nguyễn Sơn Bakery,2026-04-23 09:50:23,"Tên sản phẩm: Bánh mỳ Brioche | SKU: 110136 | Giá mặc định: 20,000₫ | Biến thể: 85g - 20,000₫ | Số lượng ảnh: 12 | Nguồn: https://nguyenson.vn/products/banh-my-brioche"
Bánh Mỳ Chuột Pate,115532,,"15,000₫",15000,available,"[{""variant_name"": ""70g"", ""variant_price_text"": ""15,000₫"", ""variant_price"": 15000}]",,12,https://nguyenson.vn/products/banh-my-chuot-pate,Nguyễn Sơn Bakery,2026-04-23 09:50:27,"Tên sản phẩm: Bánh Mỳ Chuột Pate | SKU: 115532 | Giá mặc định: 15,000₫ | Biến thể: 70g - 15,000₫ | Số lượng ảnh: 12 | Nguồn: https://nguyenson.vn/products/banh-my-chuot-pate"
Bánh mỳ đen,110105,,"15,000₫",15000,available,"[{""variant_name"": ""Default Title"", ""variant_price_text"": ""15,000₫"", ""variant_price"": 15000}]",,12,https://nguyenson.vn/products/banh-my-den,Nguyễn Sơn Bakery,2026-04-23 09:50:28,"Tên sản phẩm: Bánh mỳ đen | SKU: 110105 | Giá mặc định: 15,000₫ | Biến thể: Default Title - 15,000₫ | Số lượng ảnh: 12 | Nguồn: https://nguyenson.vn/products/banh-my-den"
Bánh mỳ gối,110161,,"25,000₫",25000,available,"[{""variant_name"": ""345g"", ""variant_price_text"": ""30,000₫"", ""variant_price"": 30000}, {""variant_name"": ""275g"", ""variant_price_text"": ""25,000₫"", ""variant_price"": 25000}]",,13,https://nguyenson.vn/products/banh-my-goi,Nguyễn Sơn Bakery,2026-04-23 09:50:30,"Tên sản phẩm: Bánh mỳ gối | SKU: 110161 | Giá mặc định: 25,000₫ | Biến thể: 345g - 30,000₫, 275g - 25,000₫ | Số lượng ảnh: 13 | Nguồn: https://nguyenson.vn/products/banh-my-goi"
Bánh mỳ gối đen,110162,,"35,000₫",35000,available,"[{""variant_name"": ""Túi"", ""variant_price_text"": ""35,000₫"", ""variant_price"": 35000}]",,13,https://nguyenson.vn/products/banh-my-goi-den,Nguyễn Sơn Bakery,2026-04-23 09:50:31,"Tên sản phẩm: Bánh mỳ gối đen | SKU: 110162 | Giá mặc định: 35,000₫ | Biến thể: Túi - 35,000₫ | Số lượng ảnh: 13 | Nguồn: https://nguyenson.vn/products/banh-my-goi-den"
Bánh mỳ hoa cúc đậu đỏ,110166,,"20,000₫",20000,available,"[{""variant_name"": ""100g"", ""variant_price_text"": ""20,000₫"", ""variant_price"": 20000}]",,12,https://nguyenson.vn/products/banh-my-hoa-cuc-dau-do,Nguyễn Sơn Bakery,2026-04-23 09:50:32,"Tên sản phẩm: Bánh mỳ hoa cúc đậu đỏ | SKU: 110166 | Giá mặc định: 20,000₫ | Biến thể: 100g - 20,000₫ | Số lượng ảnh: 12 | Nguồn: https://nguyenson.vn/products/banh-my-hoa-cuc-dau-do"
Bánh mỳ hoa cúc lá dứa,110167,,"20,000₫",20000,available,"[{""variant_name"": ""100g"", ""variant_price_text"": ""20,000₫"", ""variant_price"": 20000}]",,12,https://nguyenson.vn/products/banh-my-hoa-cuc-la-dua,Nguyễn Sơn Bakery,2026-04-23 09:50:34,"Tên sản phẩm: Bánh mỳ hoa cúc lá dứa | SKU: 110167 | Giá mặc định: 20,000₫ | Biến thể: 100g - 20,000₫ | Số lượng ảnh: 12 | Nguồn: https://nguyenson.vn/products/banh-my-hoa-cuc-la-dua"
Bánh mỳ ngũ cốc,,,Liên hệ,,contact_required,[],,12,https://nguyenson.vn/products/banh-my-ngu-coc,Nguyễn Sơn Bakery,2026-04-23 09:50:36,Tên sản phẩm: Bánh mỳ ngũ cốc | Giá: Liên hệ | Số lượng ảnh: 12 | Nguồn: https://nguyenson.vn/products/banh-my-ngu-coc
Bánh mỳ nhân xúc xích phomai,111149,,"20,000₫",20000,available,"[{""variant_name"": ""Default Title"", ""variant_price_text"": ""20,000₫"", ""variant_price"": 20000}]",,12,https://nguyenson.vn/products/banh-my-nhan-xuc-xich-phomai,Nguyễn Sơn Bakery,2026-04-23 09:50:37,"Tên sản phẩm: Bánh mỳ nhân xúc xích phomai | SKU: 111149 | Giá mặc định: 20,000₫ | Biến thể: Default Title - 20,000₫ | Số lượng ảnh: 12 | Nguồn: https://nguyenson.vn/products/banh-my-nhan-xuc-xich-phomai"
Bánh mỳ nhỏ,110100,,"3,000₫",3000,available,"[{""variant_name"": ""40g"", ""variant_price_text"": ""3,000₫"", ""variant_price"": 3000}]",,12,https://nguyenson.vn/products/banh-my-nho,Nguyễn Sơn Bakery,2026-04-23 09:50:39,"Tên sản phẩm: Bánh mỳ nhỏ | SKU: 110100 | Giá mặc định: 3,000₫ | Biến thể: 40g - 3,000₫ | Số lượng ảnh: 12 | Nguồn: https://nguyenson.vn/products/banh-my-nho"
Bánh mỳ nhỏ đông lạnh,111508,,"15,000₫",15000,available,"[{""variant_name"": ""Túi 5 chiếc"", ""variant_price_text"": ""15,000₫"", ""variant_price"": 15000}]",,12,https://nguyenson.vn/products/banh-my-nho-dong-lanh,Nguyễn Sơn Bakery,2026-04-23 09:50:42,"Tên sản phẩm: Bánh mỳ nhỏ đông lạnh | SKU: 111508 | Giá mặc định: 15,000₫ | Biến thể: Túi 5 chiếc - 15,000₫ | Số lượng ảnh: 12 | Nguồn: https://nguyenson.vn/products/banh-my-nho-dong-lanh"
Bánh Mỳ Que Nấm,115539,,"15,000₫",15000,available,"[{""variant_name"": ""65g"", ""variant_price_text"": ""15,000₫"", ""variant_price"": 15000}]",,12,https://nguyenson.vn/products/banh-my-que-nam,Nguyễn Sơn Bakery,2026-04-23 09:50:43,"Tên sản phẩm: Bánh Mỳ Que Nấm | SKU: 115539 | Giá mặc định: 15,000₫ | Biến thể: 65g - 15,000₫ | Số lượng ảnh: 12 | Nguồn: https://nguyenson.vn/products/banh-my-que-nam"
Bánh mỳ que pate,115535,,"15,000₫",15000,available,"[{""variant_name"": ""55g"", ""variant_price_text"": ""15,000₫"", ""variant_price"": 15000}]",,12,https://nguyenson.vn/products/banh-my-que-pate,Nguyễn Sơn Bakery,2026-04-23 09:50:45,"Tên sản phẩm: Bánh mỳ que pate | SKU: 115535 | Giá mặc định: 15,000₫ | Biến thể: 55g - 15,000₫ | Số lượng ảnh: 12 | Nguồn: https://nguyenson.vn/products/banh-my-que-pate"
Bánh Mỳ Que Sốt Bơ Trứng Gà Xé,115538,,"15,000₫",15000,available,"[{""variant_name"": ""65g"", ""variant_price_text"": ""15,000₫"", ""variant_price"": 15000}]",,12,https://nguyenson.vn/products/banh-my-que-sot-bo-trung-ga-xe,Nguyễn Sơn Bakery,2026-04-23 09:50:47,"Tên sản phẩm: Bánh Mỳ Que Sốt Bơ Trứng Gà Xé | SKU: 115538 | Giá mặc định: 15,000₫ | Biến thể: 65g - 15,000₫ | Số lượng ảnh: 12 | Nguồn: https://nguyenson.vn/products/banh-my-que-sot-bo-trung-ga-xe"
Bánh mỳ que xá xíu,115534,,"15,000₫",15000,available,"[{""variant_name"": ""55g"", ""variant_price_text"": ""15,000₫"", ""variant_price"": 15000}]",,12,https://nguyenson.vn/products/banh-my-que-xa-xiu-55g,Nguyễn Sơn Bakery,2026-04-23 09:50:49,"Tên sản phẩm: Bánh mỳ que xá xíu | SKU: 115534 | Giá mặc định: 15,000₫ | Biến thể: 55g - 15,000₫ | Số lượng ảnh: 12 | Nguồn: https://nguyenson.vn/products/banh-my-que-xa-xiu-55g"
Bánh mỳ ruốc,111121,,"19,000₫",19000,available,"[{""variant_name"": ""Default Title"", ""variant_price_text"": ""19,000₫"", ""variant_price"": 19000}]",,12,https://nguyenson.vn/products/banh-my-ruoc,Nguyễn Sơn Bakery,2026-04-23 09:50:50,"Tên sản phẩm: Bánh mỳ ruốc | SKU: 111121 | Giá mặc định: 19,000₫ | Biến thể: Default Title - 19,000₫ | Số lượng ảnh: 12 | Nguồn: https://nguyenson.vn/products/banh-my-ruoc"
Bánh mỳ Sandwich,110101,,"6,000₫",6000,available,"[{""variant_name"": ""100g"", ""variant_price_text"": ""6,000₫"", ""variant_price"": 6000}]",,12,https://nguyenson.vn/products/banh-my-sandwich,Nguyễn Sơn Bakery,2026-04-23 09:50:52,"Tên sản phẩm: Bánh mỳ Sandwich | SKU: 110101 | Giá mặc định: 6,000₫ | Biến thể: 100g - 6,000₫ | Số lượng ảnh: 12 | Nguồn: https://nguyenson.vn/products/banh-my-sandwich"
Bánh mỳ Sandwich đông lạnh,111511,,"18,000₫",18000,available,"[{""variant_name"": ""Túi 3 chiếc"", ""variant_price_text"": ""18,000₫"", ""variant_price"": 18000}]",,12,https://nguyenson.vn/products/banh-my-sandwich-dong-lanh,Nguyễn Sơn Bakery,2026-04-23 09:50:53,"Tên sản phẩm: Bánh mỳ Sandwich đông lạnh | SKU: 111511 | Giá mặc định: 18,000₫ | Biến thể: Túi 3 chiếc - 18,000₫ | Số lượng ảnh: 12 | Nguồn: https://nguyenson.vn/products/banh-my-sandwich-dong-lanh"
Bánh Mỳ Truyền Thống,,,Liên hệ,,contact_required,[],,9,https://nguyenson.vn/products/banh-my-truyen-thong,Nguyễn Sơn Bakery,2026-04-23 09:50:55,Tên sản phẩm: Bánh Mỳ Truyền Thống | Giá: Liên hệ | Số lượng ảnh: 9 | Nguồn: https://nguyenson.vn/products/banh-my-truyen-thong
Bánh ốc quế kem,114162,,"17,000₫",17000,available,"[{""variant_name"": ""Default Title"", ""variant_price_text"": ""17,000₫"", ""variant_price"": 17000}]",,13,https://nguyenson.vn/products/banh-oc-que-kem,Nguyễn Sơn Bakery,2026-04-23 09:50:58,"Tên sản phẩm: Bánh ốc quế kem | SKU: 114162 | Giá mặc định: 17,000₫ | Biến thể: Default Title - 17,000₫ | Số lượng ảnh: 13 | Nguồn: https://nguyenson.vn/products/banh-oc-que-kem"
Bánh Pain aux chocolate,111101,,"19,000₫",19000,available,"[{""variant_name"": ""Default Title"", ""variant_price_text"": ""19,000₫"", ""variant_price"": 19000}]",,12,https://nguyenson.vn/products/banh-pain-aux-chocolate,Nguyễn Sơn Bakery,2026-04-23 09:51:00,"Tên sản phẩm: Bánh Pain aux chocolate | SKU: 111101 | Giá mặc định: 19,000₫ | Biến thể: Default Title - 19,000₫ | Số lượng ảnh: 12 | Nguồn: https://nguyenson.vn/products/banh-pain-aux-chocolate"
Bánh Pain aux chocolate đông lạnh,111503,,"19,000₫",19000,available,"[{""variant_name"": ""Túi 1 chiếc"", ""variant_price_text"": ""19,000₫"", ""variant_price"": 19000}]",,13,https://nguyenson.vn/products/banh-pain-aux-chocolate-dong-lanh,Nguyễn Sơn Bakery,2026-04-23 09:51:01,"Tên sản phẩm: Bánh Pain aux chocolate đông lạnh | SKU: 111503 | Giá mặc định: 19,000₫ | Biến thể: Túi 1 chiếc - 19,000₫ | Số lượng ảnh: 13 | Nguồn: https://nguyenson.vn/products/banh-pain-aux-chocolate-dong-lanh"
BánhPain Aux Raisins Đông lạnh,111507,,"19,000₫",19000,available,"[{""variant_name"": ""Túi 1 chiếc"", ""variant_price_text"": ""19,000₫"", ""variant_price"": 19000}]",,12,https://nguyenson.vn/products/banh-pain-aux-raisin-dong-lanh,Nguyễn Sơn Bakery,2026-04-23 09:51:03,"Tên sản phẩm: BánhPain Aux Raisins Đông lạnh | SKU: 111507 | Giá mặc định: 19,000₫ | Biến thể: Túi 1 chiếc - 19,000₫ | Số lượng ảnh: 12 | Nguồn: https://nguyenson.vn/products/banh-pain-aux-raisin-dong-lanh"
Bánh Pain aux raisins,111102,,"19,000₫",19000,available,"[{""variant_name"": ""50g"", ""variant_price_text"": ""19,000₫"", ""variant_price"": 19000}]",,12,https://nguyenson.vn/products/banh-pain-aux-raisins,Nguyễn Sơn Bakery,2026-04-23 09:51:04,"Tên sản phẩm: Bánh Pain aux raisins | SKU: 111102 | Giá mặc định: 19,000₫ | Biến thể: 50g - 19,000₫ | Số lượng ảnh: 12 | Nguồn: https://nguyenson.vn/products/banh-pain-aux-raisins"
Bánh Paté chaud,111179,,"15,300₫",15300,available,"[{""variant_name"": ""60g"", ""variant_price_text"": ""15,300₫"", ""variant_price"": 15300}]",,12,https://nguyenson.vn/products/banh-pate-chaud,Nguyễn Sơn Bakery,2026-04-23 09:51:06,"Tên sản phẩm: Bánh Paté chaud | SKU: 111179 | Giá mặc định: 15,300₫ | Biến thể: 60g - 15,300₫ | Số lượng ảnh: 12 | Nguồn: https://nguyenson.vn/products/banh-pate-chaud"
Bánh Paté Chaud đông lạnh,115543,,"15,300₫",15300,available,"[{""variant_name"": ""60g"", ""variant_price_text"": ""15,300₫"", ""variant_price"": 15300}]",,13,https://nguyenson.vn/products/banh-pate-chaud-dong-lanh,Nguyễn Sơn Bakery,2026-04-23 09:51:07,"Tên sản phẩm: Bánh Paté Chaud đông lạnh | SKU: 115543 | Giá mặc định: 15,300₫ | Biến thể: 60g - 15,300₫ | Số lượng ảnh: 13 | Nguồn: https://nguyenson.vn/products/banh-pate-chaud-dong-lanh"
Bánh Phúc Bồn Tử Và Sữa chua,112196,,"385,000₫",385000,available,"[{""variant_name"": ""Ngọt"", ""variant_price_text"": ""385,000₫"", ""variant_price"": 385000}, {""variant_name"": ""Ngọt"", ""variant_price_text"": ""640,000₫"", ""variant_price"": 640000}]",,14,https://nguyenson.vn/products/banh-phuc-bon-tu-sua-chua,Nguyễn Sơn Bakery,2026-04-23 09:51:09,"Tên sản phẩm: Bánh Phúc Bồn Tử Và Sữa chua | SKU: 112196 | Giá mặc định: 385,000₫ | Biến thể: Ngọt - 385,000₫, Ngọt - 640,000₫ | Số lượng ảnh: 14 | Nguồn: https://nguyenson.vn/products/banh-phuc-bon-tu-sua-chua"
Quẩy,,,Liên hệ,,contact_required,[],,9,https://nguyenson.vn/products/banh-quay,Nguyễn Sơn Bakery,2026-04-23 09:51:11,Tên sản phẩm: Quẩy | Giá: Liên hệ | Số lượng ảnh: 9 | Nguồn: https://nguyenson.vn/products/banh-quay
Bánh sú dừa,113189,,"20,000₫",20000,available,"[{""variant_name"": ""Túi"", ""variant_price_text"": ""20,000₫"", ""variant_price"": 20000}]",,10,https://nguyenson.vn/products/banh-su-dua,Nguyễn Sơn Bakery,2026-04-23 09:51:12,"Tên sản phẩm: Bánh sú dừa | SKU: 113189 | Giá mặc định: 20,000₫ | Biến thể: Túi - 20,000₫ | Số lượng ảnh: 10 | Nguồn: https://nguyenson.vn/products/banh-su-dua"
Bánh trứng nhện,113160,,"35,000₫",35000,available,"[{""variant_name"": ""Hộp"", ""variant_price_text"": ""35,000₫"", ""variant_price"": 35000}]",,10,https://nguyenson.vn/products/banh-trung-nhen,Nguyễn Sơn Bakery,2026-04-23 09:51:14,"Tên sản phẩm: Bánh trứng nhện | SKU: 113160 | Giá mặc định: 35,000₫ | Biến thể: Hộp - 35,000₫ | Số lượng ảnh: 10 | Nguồn: https://nguyenson.vn/products/banh-trung-nhen"
Bánh vừng vòng truyền thống,113124,,"22,000₫",22000,available,"[{""variant_name"": ""Hộp"", ""variant_price_text"": ""22,000₫"", ""variant_price"": 22000}]",,10,https://nguyenson.vn/products/banh-vung-vong-truyen-thong,Nguyễn Sơn Bakery,2026-04-23 09:51:15,"Tên sản phẩm: Bánh vừng vòng truyền thống | SKU: 113124 | Giá mặc định: 22,000₫ | Biến thể: Hộp - 22,000₫ | Số lượng ảnh: 10 | Nguồn: https://nguyenson.vn/products/banh-vung-vong-truyen-thong"
Biscotte bơ đường,110158,,"27,000₫",27000,available,"[{""variant_name"": ""Gói"", ""variant_price_text"": ""27,000₫"", ""variant_price"": 27000}]",,12,https://nguyenson.vn/products/biscot-bo-duong,Nguyễn Sơn Bakery,2026-04-23 09:51:17,"Tên sản phẩm: Biscotte bơ đường | SKU: 110158 | Giá mặc định: 27,000₫ | Biến thể: Gói - 27,000₫ | Số lượng ảnh: 12 | Nguồn: https://nguyenson.vn/products/biscot-bo-duong"
Black Forest cake,112106,,"355,000₫",355000,available,"[{""variant_name"": ""Ngọt"", ""variant_price_text"": ""355,000₫"", ""variant_price"": 355000}, {""variant_name"": ""Ngọt"", ""variant_price_text"": ""560,000₫"", ""variant_price"": 560000}]",,14,https://nguyenson.vn/products/black-forest-cake,Nguyễn Sơn Bakery,2026-04-23 09:51:19,"Tên sản phẩm: Black Forest cake | SKU: 112106 | Giá mặc định: 355,000₫ | Biến thể: Ngọt - 355,000₫, Ngọt - 560,000₫ | Số lượng ảnh: 14 | Nguồn: https://nguyenson.vn/products/black-forest-cake"
Blueberry Cake,116198,,"45,000₫",45000,available,"[{""variant_name"": ""90g"", ""variant_price_text"": ""45,000₫"", ""variant_price"": 45000}]",,12,https://nguyenson.vn/products/blueberry-cake-1,Nguyễn Sơn Bakery,2026-04-23 09:51:21,"Tên sản phẩm: Blueberry Cake | SKU: 116198 | Giá mặc định: 45,000₫ | Biến thể: 90g - 45,000₫ | Số lượng ảnh: 12 | Nguồn: https://nguyenson.vn/products/blueberry-cake-1"
Bộ đồ ăn,,,Liên hệ,,contact_required,[],,7,https://nguyenson.vn/products/bo-do-an,Nguyễn Sơn Bakery,2026-04-23 09:51:22,Tên sản phẩm: Bộ đồ ăn | Giá: Liên hệ | Số lượng ảnh: 7 | Nguồn: https://nguyenson.vn/products/bo-do-an
Bông lan trứng muối,111171,,"32,000₫",32000,available,"[{""variant_name"": ""90g"", ""variant_price_text"": ""32,000₫"", ""variant_price"": 32000}]",,12,https://nguyenson.vn/products/bong-lan-trung-muoi,Nguyễn Sơn Bakery,2026-04-23 09:51:24,"Tên sản phẩm: Bông lan trứng muối | SKU: 111171 | Giá mặc định: 32,000₫ | Biến thể: 90g - 32,000₫ | Số lượng ảnh: 12 | Nguồn: https://nguyenson.vn/products/bong-lan-trung-muoi"
Chocolate 1,,,Liên hệ,,contact_required,[],,13,https://nguyenson.vn/products/chocolate-1,Nguyễn Sơn Bakery,2026-04-23 09:51:25,Tên sản phẩm: Chocolate 1 | Giá: Liên hệ | Số lượng ảnh: 13 | Nguồn: https://nguyenson.vn/products/chocolate-1
Chocolate 10,,,Liên hệ,,contact_required,[],,8,https://nguyenson.vn/products/chocolate-10,Nguyễn Sơn Bakery,2026-04-23 09:51:27,Tên sản phẩm: Chocolate 10 | Giá: Liên hệ | Số lượng ảnh: 8 | Nguồn: https://nguyenson.vn/products/chocolate-10
Chocolate 3,,,Liên hệ,,contact_required,[],,8,https://nguyenson.vn/products/chocolate-3,Nguyễn Sơn Bakery,2026-04-23 09:51:30,Tên sản phẩm: Chocolate 3 | Giá: Liên hệ | Số lượng ảnh: 8 | Nguồn: https://nguyenson.vn/products/chocolate-3
Chocolate 5,,,Liên hệ,,contact_required,[],,8,https://nguyenson.vn/products/chocolate-5,Nguyễn Sơn Bakery,2026-04-23 09:51:33,Tên sản phẩm: Chocolate 5 | Giá: Liên hệ | Số lượng ảnh: 8 | Nguồn: https://nguyenson.vn/products/chocolate-5
Chocolate 6,,,Liên hệ,,contact_required,[],,8,https://nguyenson.vn/products/chocolate-6,Nguyễn Sơn Bakery,2026-04-23 09:51:36,Tên sản phẩm: Chocolate 6 | Giá: Liên hệ | Số lượng ảnh: 8 | Nguồn: https://nguyenson.vn/products/chocolate-6
